Course Title,Instructors,Course Subject,Total Course Hours (Thousands),Course_Level,Pre_Requirement,Course_Price,Placement_Opportunity,Course_Relevancy,Expected_Package,EMI_Available,Financial_Aid,Offer_Certificate,soup
Design and Development of Educational Technology,"Eric Klopfer, Scot Osterweil, Judy Perry","Humanities, History, Design, Religion, and Education",28.24,Advanced,No Prerequisite,0.0,No,2016,6,No,Yes,No,"""Title"": Design and Development of Educational Technology, ""Level"": Advanced, ""Price"": Free, ""Duration"": 28.24, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 6 to 7 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Mobile Application Experiences: From a Domain to an App Idea,"Frank Bentley, Ed Barrett",Computer Science,27.77,Advanced,No Prerequisite,325.0,No,2016,6,Yes,No,No,"""Title"": Mobile Application Experiences: From a Domain to an App Idea, ""Level"": Advanced, ""Price"": 325.0, ""Duration"": 27.77, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 6 to 7 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Introduction to Probability: The Science of Uncertainty,"John Tsitsiklis, Patrick Jaillet, Aliaa Atwi, Dimitri Bertsekas, Qing He, Jimmy Li, Jagdish Ramakrishnan, Katie Szeto, Kuang Xu","Science, Technology, Engineering, and Mathematics",269.33,Advanced,No Prerequisite,500.0,Yes,2016,19,No,No,No,"""Title"": Introduction to Probability: The Science of Uncertainty, ""Level"": Advanced, ""Price"": 500.0, ""Duration"": 269.33, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Flight Vehicle Aerodynamics,"Mark Drela, Alejandra Uranga","Science, Technology, Engineering, and Mathematics",28.77,Advanced,No Prerequisite,0.0,Yes,2016,19,No,No,Yes,"""Title"": Flight Vehicle Aerodynamics, ""Level"": Advanced, ""Price"": Free, ""Duration"": 28.77, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": Yes, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Supply Chain and Logistics Fundamentals,Chris Caplice,"Government, Health, and Social Science",674.4,Advanced,No Prerequisite,0.0,Yes,2016,12,No,No,Yes,"""Title"": Supply Chain and Logistics Fundamentals, ""Level"": Advanced, ""Price"": Free, ""Duration"": 674.4, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 12 to 13 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": Yes, ""Metadata"": Government, Health, and Social Science"
Data Analysis for Genomics: Introduction to Bioconductor: Annotation and Analysis of Genomes and Genomic Assays,Rafael Irizarry,"Government, Health, and Social Science",5.99,Advanced,No Prerequisite,0.0,Yes,2016,23,No,Yes,Yes,"""Title"": Data Analysis for Genomics: Introduction to Bioconductor: Annotation and Analysis of Genomes and Genomic Assays, ""Level"": Advanced, ""Price"": Free, ""Duration"": 5.99, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 23 to 24 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": Yes, ""Metadata"": Government, Health, and Social Science"
The Einstein Revolution,Peter Galison,"Humanities, History, Design, Religion, and Education",20.91,Advanced,No Prerequisite,0.0,No,2016,23,No,Yes,No,"""Title"": The Einstein Revolution, ""Level"": Advanced, ""Price"": Free, ""Duration"": 20.91, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 23 to 24 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Global Warming Science,"Kerry Emanuel, Dan Cziczo, David McGee","Science, Technology, Engineering, and Mathematics",25.06,Advanced,No Prerequisite,0.0,No,2016,8,No,Yes,No,"""Title"": Global Warming Science, ""Level"": Advanced, ""Price"": Free, ""Duration"": 25.06, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 8 to 9 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Mastering Quantum Mechanics: Wave Mechanics,"Barton Zwiebach, Saif Rayyan","Science, Technology, Engineering, and Mathematics",72.3,Advanced,No Prerequisite,0.0,Yes,2016,19,No,Yes,No,"""Title"": Mastering Quantum Mechanics: Wave Mechanics, ""Level"": Advanced, ""Price"": Free, ""Duration"": 72.3, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
The Challenges of Global Poverty,"Esther Duflo, Abhijit Vinayak Banerjee","Government, Health, and Social Science",45.06,Advanced,No Prerequisite,50.0,Yes,2016,20,No,Yes,Yes,"""Title"": The Challenges of Global Poverty, ""Level"": Advanced, ""Price"": 50.0, ""Duration"": 45.06, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 20 to 21 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": Yes, ""Metadata"": Government, Health, and Social Science"
Global Health Case Studies from a Biosocial Perspective,"Arthur Kleinman, Paul Farmer, Salmaan Keshavjee, Anne Becker","Government, Health, and Social Science",28.87,Advanced,No Prerequisite,825.0,No,2016,24,No,Yes,Yes,"""Title"": Global Health Case Studies from a Biosocial Perspective, ""Level"": Advanced, ""Price"": 825.0, ""Duration"": 28.87, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 24 to 25 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": Yes, ""Metadata"": Government, Health, and Social Science"
Mobile Application Experiences: Mobile App Design,"Frank Bentley, Ed Barrett",Computer Science,5.8,Advanced,No Prerequisite,100.0,No,2016,12,Yes,Yes,No,"""Title"": Mobile Application Experiences: Mobile App Design, ""Level"": Advanced, ""Price"": 100.0, ""Duration"": 5.8, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 12 to 13 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
"World Religions Through their Scriptures: Religious Literacy, Traditions and Scriptures",Diane Moore,"Humanities, History, Design, Religion, and Education",79.36,Advanced,No Prerequisite,50.0,Yes,2016,15,No,No,No,"""Title"": World Religions Through their Scriptures: Religious Literacy, Traditions and Scriptures, ""Level"": Advanced, ""Price"": 50.0, ""Duration"": 79.36, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 15 to 16 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Introduction to Computational Thinking and Data Science,"Eric Grimson, John Guttag, Ana Bell",Computer Science,144.07,Advanced,No Prerequisite,325.0,Yes,2016,18,Yes,No,No,"""Title"": Introduction to Computational Thinking and Data Science, ""Level"": Advanced, ""Price"": 325.0, ""Duration"": 144.07, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 18 to 19 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Data Analysis for Genomics: High-performance Computing for Reproducible Genomics,Rafael Irizarry,"Government, Health, and Social Science",2.99,Advanced,No Prerequisite,0.0,Yes,2016,9,No,No,No,"""Title"": Data Analysis for Genomics: High-performance Computing for Reproducible Genomics, ""Level"": Advanced, ""Price"": Free, ""Duration"": 2.99, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 9 to 10 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Contracts Law: From Trust to Promise to Contract,Charles Fried,"Government, Health, and Social Science",50.6,Advanced,No Prerequisite,0.0,No,2016,17,No,No,No,"""Title"": Contracts Law: From Trust to Promise to Contract, ""Level"": Advanced, ""Price"": Free, ""Duration"": 50.6, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 17 to 18 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Mastering Quantum Mechanics: Quantum Dynamics,"Barton Zwiebach, Saif Rayyan","Science, Technology, Engineering, and Mathematics",25.48,Advanced,No Prerequisite,0.0,Yes,2016,4,No,Yes,No,"""Title"": Mastering Quantum Mechanics: Quantum Dynamics, ""Level"": Advanced, ""Price"": Free, ""Duration"": 25.48, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 4 to 5 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Mobile Application Experiences: Building Mobile Apps,"Frank Bentley, Ed Barrett",Computer Science,4.28,Advanced,No Prerequisite,675.0,No,2016,7,No,Yes,No,"""Title"": Mobile Application Experiences: Building Mobile Apps, ""Level"": Advanced, ""Price"": 675.0, ""Duration"": 4.28, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 7 to 8 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Shaping the Future of Work,"Thomas Kochan, Gokce Basbug, Meryam Bukari, Shahid Azad, Kanika Almadi","Government, Health, and Social Science",10.78,Advanced,No Prerequisite,625.0,Yes,2016,19,Yes,No,No,"""Title"": Shaping the Future of Work, ""Level"": Advanced, ""Price"": 625.0, ""Duration"": 10.78, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Calculus: Coordinate Systems and Infinite Series,David Jerison,"Science, Technology, Engineering, and Mathematics",44.72,Advanced,No Prerequisite,175.0,Yes,2016,7,No,Yes,Yes,"""Title"": Calculus: Coordinate Systems and Infinite Series, ""Level"": Advanced, ""Price"": 175.0, ""Duration"": 44.72, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 7 to 8 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": Yes, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Quantitative Biology Workshop,"Jeff Gore, Paul Blainey, Eric S. Lander, Ernest Fraenkel, Mary Ellen Wiltrout, Nathaniel Schafheimer","Science, Technology, Engineering, and Mathematics",45.41,Advanced,No Prerequisite,0.0,No,2016,10,No,Yes,No,"""Title"": Quantitative Biology Workshop, ""Level"": Advanced, ""Price"": Free, ""Duration"": 45.41, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 10 to 11 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
World Religions Through their Scriptures: Christianity,Karen King,"Humanities, History, Design, Religion, and Education",37.58,Advanced,No Prerequisite,0.0,Yes,2016,17,No,Yes,No,"""Title"": World Religions Through their Scriptures: Christianity, ""Level"": Advanced, ""Price"": Free, ""Duration"": 37.58, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 17 to 18 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Poetry in America: Modernism,Elisa New,"Humanities, History, Design, Religion, and Education",24.48,Advanced,No Prerequisite,0.0,Yes,2016,10,No,Yes,No,"""Title"": Poetry in America: Modernism, ""Level"": Advanced, ""Price"": Free, ""Duration"": 24.48, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 10 to 11 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Cellular Solids: Applications in Medicine,Lorna J. Gibson,"Science, Technology, Engineering, and Mathematics",2.53,Advanced,No Prerequisite,575.0,Yes,2016,25,Yes,No,Yes,"""Title"": Cellular Solids: Applications in Medicine, ""Level"": Advanced, ""Price"": 575.0, ""Duration"": 2.53, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 25 to 26 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": Yes, ""Metadata"": Science, Technology, Engineering, and Mathematics"
The Analytics Edge,"Dimitris Bertsimas, Allison O'Hair, John Silberholz, Iain Dunning, Angie King, Velibor Misic, Nataly Youssef, Alex Weinstein, Jerry Kung","Government, Health, and Social Science",710.96,Advanced,No Prerequisite,950.0,No,2016,5,Yes,No,No,"""Title"": The Analytics Edge, ""Level"": Advanced, ""Price"": 950.0, ""Duration"": 710.96, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 5 to 6 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Data Analysis for Genomics: Case Studies in Functional Genomics,Rafael Irizarry,"Government, Health, and Social Science",5.68,Advanced,No Prerequisite,100.0,No,2016,25,No,No,No,"""Title"": Data Analysis for Genomics: Case Studies in Functional Genomics, ""Level"": Advanced, ""Price"": 100.0, ""Duration"": 5.68, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 25 to 26 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Introduction to Data Wise: A Collaborative Process to Improve Learning and Teaching,Kathryn Parker Boudett,"Humanities, History, Design, Religion, and Education",10.31,Advanced,No Prerequisite,0.0,Yes,2016,19,No,No,No,"""Title"": Introduction to Data Wise: A Collaborative Process to Improve Learning and Teaching, ""Level"": Advanced, ""Price"": Free, ""Duration"": 10.31, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Just Money: Banking as if Society Mattered,"J. Phillip Thompson, Katrin Kaeufer, Lily Steponaitis","Government, Health, and Social Science",24.76,Advanced,No Prerequisite,0.0,Yes,2016,18,No,Yes,No,"""Title"": Just Money: Banking as if Society Mattered, ""Level"": Advanced, ""Price"": Free, ""Duration"": 24.76, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 18 to 19 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Mobile Application Experiences: Understanding Use,"Frank Bentley, Ed Barrett",Computer Science,0.62,Advanced,No Prerequisite,200.0,Yes,2016,18,Yes,No,No,"""Title"": Mobile Application Experiences: Understanding Use, ""Level"": Advanced, ""Price"": 200.0, ""Duration"": 0.62, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 18 to 19 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Introduction to Game Design,"Eric Klopfer, Philp Tan, Sara Verrilli","Humanities, History, Design, Religion, and Education",27.02,Advanced,No Prerequisite,300.0,No,2016,21,Yes,Yes,No,"""Title"": Introduction to Game Design, ""Level"": Advanced, ""Price"": 300.0, ""Duration"": 27.02, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 21 to 22 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Mastering Quantum Mechanics: Entanglement and Angular Momentum,"Barton Zwiebach, Saif Rayyan","Science, Technology, Engineering, and Mathematics",19.33,Advanced,No Prerequisite,0.0,Yes,2016,14,No,No,No,"""Title"": Mastering Quantum Mechanics: Entanglement and Angular Momentum, ""Level"": Advanced, ""Price"": Free, ""Duration"": 19.33, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 14 to 15 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
First Nights: L'Orfeo,Tom Kelly,"Humanities, History, Design, Religion, and Education",4.94,Advanced,No Prerequisite,775.0,Yes,2016,17,Yes,Yes,No,"""Title"": First Nights: L'Orfeo, ""Level"": Advanced, ""Price"": 775.0, ""Duration"": 4.94, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 17 to 18 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Evaluating Social Programs,"Rachel Glennerster, Marc Shotland","Government, Health, and Social Science",33.63,Advanced,No Prerequisite,900.0,No,2016,10,No,No,No,"""Title"": Evaluating Social Programs, ""Level"": Advanced, ""Price"": 900.0, ""Duration"": 33.63, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 10 to 11 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
World Religions Through their Scriptures: Buddhism,Charles Hallisey,"Humanities, History, Design, Religion, and Education",25.96,Advanced,No Prerequisite,850.0,Yes,2016,5,Yes,Yes,No,"""Title"": World Religions Through their Scriptures: Buddhism, ""Level"": Advanced, ""Price"": 850.0, ""Duration"": 25.96, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 5 to 6 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Leaders of Learning,Richard Elmore,"Humanities, History, Design, Religion, and Education",20.17,Advanced,No Prerequisite,0.0,No,2016,25,No,Yes,No,"""Title"": Leaders of Learning, ""Level"": Advanced, ""Price"": Free, ""Duration"": 20.17, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 25 to 26 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Cellular Solids: Applications in Nature,Lorna J. Gibson,"Science, Technology, Engineering, and Mathematics",1.55,Advanced,No Prerequisite,0.0,Yes,2016,20,No,Yes,Yes,"""Title"": Cellular Solids: Applications in Nature, ""Level"": Advanced, ""Price"": Free, ""Duration"": 1.55, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 20 to 21 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": Yes, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Supply Chain Design,"Chris Caplice, Yossi Sheffi, Jarrod Goentzel, James Blayney Rice Jr.","Government, Health, and Social Science",355.29,Advanced,No Prerequisite,0.0,Yes,2016,6,No,Yes,No,"""Title"": Supply Chain Design, ""Level"": Advanced, ""Price"": Free, ""Duration"": 355.29, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 6 to 7 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Mobile Application Experiences: Reporting Research Findings,"Frank Bentley, Ed Barrett",Computer Science,0.11,Advanced,No Prerequisite,0.0,No,2016,10,No,Yes,No,"""Title"": Mobile Application Experiences: Reporting Research Findings, ""Level"": Advanced, ""Price"": Free, ""Duration"": 0.11, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 10 to 11 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Cell Biology: Mitochondria,Rob Lue,"Science, Technology, Engineering, and Mathematics",39.56,Advanced,No Prerequisite,0.0,No,2016,16,No,Yes,No,"""Title"": Cell Biology: Mitochondria, ""Level"": Advanced, ""Price"": Free, ""Duration"": 39.56, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 16 to 17 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Electronic Materials and Devices,Caroline Ross,"Science, Technology, Engineering, and Mathematics",28.25,Advanced,No Prerequisite,0.0,Yes,2016,19,No,Yes,No,"""Title"": Electronic Materials and Devices, ""Level"": Advanced, ""Price"": Free, ""Duration"": 28.25, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 19 to 20 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
World Religions Through Their Scriptures: Islam,Ali Asani,"Humanities, History, Design, Religion, and Education",39.83,Advanced,No Prerequisite,550.0,Yes,2016,8,No,Yes,No,"""Title"": World Religions Through Their Scriptures: Islam, ""Level"": Advanced, ""Price"": 550.0, ""Duration"": 39.83, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 8 to 9 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Humanities, History, Design, Religion, and Education"
Molecular Biology: DNA Replication and Repair,"Stephen P. Bell, Tania A. Baker, Mary Ellen Wiltrout, Nathaniel Schafheimer, Sera Thornton","Science, Technology, Engineering, and Mathematics",29.82,Advanced,No Prerequisite,0.0,No,2016,7,No,Yes,No,"""Title"": Molecular Biology: DNA Replication and Repair, ""Level"": Advanced, ""Price"": Free, ""Duration"": 29.82, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 7 to 8 LPA, ""EMI_Available"": No, ""Financial_Aid"": Yes, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Introduction to Computer Science and Programming,"Eric Grimson, John Guttag, Ana Bell",Computer Science,485.85,Advanced,No Prerequisite,0.0,No,2016,24,No,No,No,"""Title"": Introduction to Computer Science and Programming, ""Level"": Advanced, ""Price"": Free, ""Duration"": 485.85, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 24 to 25 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Computer Science"
Energy Within Environmental Constraints,David Keith,"Science, Technology, Engineering, and Mathematics",94.63,Advanced,No Prerequisite,0.0,No,2016,16,No,No,No,"""Title"": Energy Within Environmental Constraints, ""Level"": Advanced, ""Price"": Free, ""Duration"": 94.63, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": No, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 16 to 17 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,"J. Christopher Love, Anthony J. Sinskey, Dr.  Stacy L. Springs, Dr. Paul W. Barone, Betsy Skrip, Nicholas Mozdzierz, Eric Miller","Government, Health, and Social Science",17.5,Advanced,No Prerequisite,675.0,Yes,2016,8,Yes,No,No,"""Title"": Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing, ""Level"": Advanced, ""Price"": 675.0, ""Duration"": 17.5, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 8 to 9 LPA, ""EMI_Available"": Yes, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Government, Health, and Social Science"
Elements of Structures,"Simona Socrate, Alexie M. Kolpak","Science, Technology, Engineering, and Mathematics",27.31,Advanced,No Prerequisite,0.0,Yes,2016,22,No,No,No,"""Title"": Elements of Structures, ""Level"": Advanced, ""Price"": Free, ""Duration"": 27.31, ""Pre_Requirement"": No Prerequisite, ""Placement_Opportunity"": Yes, ""Course_Relevancy"": Based on 2016 Market Demand, ""Expected_Package"": 22 to 23 LPA, ""EMI_Available"": No, ""Financial_Aid"": No, ""Offer_Certificate"": No, ""Metadata"": Science, Technology, Engineering, and Mathematics"
